LCA_CASE_EMPLOYER_NAME,LCA_CASE_EMPLOYER_ADDRESS,LCA_CASE_EMPLOYER_CITY,LCA_CASE_EMPLOYER_STATE,LCA_CASE_EMPLOYER_POSTAL_CODE,LCA_CASE_SOC_NAME,LCA_CASE_JOB_TITLE,FULL_TIME_POS,TOTAL_WORKERS,LCA_CASE_WORKLOC1_CITY,LCA_CASE_WORKLOC1_STATE,LCA_CASE_WORKLOC2_CITY,LCA_CASE_WORKLOC2_STATE
CAPGEMINI FINANCIAL SERVICES USA INC,6400 SHAFER COURT,ROSEMONT,IL,60018,Computer and Information Systems Managers,LEAD CONSULTANT,Y,3,ROLLING MEADOWS,IL,ROSEMONT,IL
"MEDLIFE HOME HEALTHCARE, INC.",3349 MAIN STREET,SKOKIE,IL,60076,Physical Therapists,PHYSICAL THERAPIST,Y,1,SKOKIE,IL,,
"NAVISTAR, INC.",2701 NAVISTAR DRIVE,LISLE,IL,60532,Architectural and Engineering Managers,ENGINEERING MANAGER - GLOBAL BODY ENGINEERING,Y,1,LISLE,IL,MELROSE PARK,IL
COMPREHENSIVE PAIN & REHABILITATION CENTER,7300 NORTH CICERO AVENUE,LINCOLNWOOD,IL,60712,"Managers, All Other",QUALITY ASSURANCE COORDINATOR,Y,1,LINCOLNWOOD,IL,,
RUSH UNIVERSITY MEDICAL CENTER,1653 W. CONGRESS PARKWAY,CHICAGO,IL,60612,"Medical Scientists, Except Epidemiologists",POST DOCTORAL FELLOW,Y,1,CHICAGO,IL,,
UNIVERSITY OF ILLINOIS AT CHICAGO,"1200 W. HARRISON ST., 2160 SSB",CHICAGO,IL,60607,Prosthodontists,CLINICAL ASSISTANT PROFESSOR,Y,1,CHICAGO,IL,,
ABBVIE INC.,1 NORTH WAUKEGAN ROAD,NORTH CHICAGO,IL,60064,"Software Developers, Systems Software",SENIOR SCIENTIST II- INFORMATICS,Y,1,N CHICAGO,IL,,
HEWITT ASSOCIATES,200 EAST RANDOLPH STREET,CHICAGO,IL,60601,"Software Developers, Applications",IT SENIOR APPLICATION DEVELOPMENT TECH LEAD,Y,1,HOFFMAN ESTATES,IL,,
ABBVIE INC,1 N WAUKEGAN RD.,NORTH CHICAGO,IL,60064,"Medical Scientists, Except Epidemiologists","MEDICAL DIRECTOR, PAIN",Y,1,NORTH CHICAGO,IL,,
"ROSENTHAL COLLINS GROUP, LLC",216 W. JACKSON BLVD.,CHICAGO,IL,60606,Computer Programmers,DEVELOPER,Y,1,CHICAGO,IL,,
"FRONTIER TECHNOLOGIES, LLC",1601 BOND STREET,NAPERVILLE,IL,60563-1291,Computer Systems Analysts,PROGRAMMER ANALYST,Y,1,ELMHURST,IL,,
NORTHWESTERN UNIVERSITY,630 DARTMOUTH PLACE,EVANSTON,IL,60208,"Medical Scientists, Except Epidemiologists",POSTDOCTORAL FELLOW,Y,1,CHICAGO,IL,,
DB SERVICING CORPORATION,2500 LAKE COOK ROAD,RIVERWOODS,IL,60015,Statisticians,PROJECT MANAGER,Y,1,RIVERWOODS,IL,,
E.G. SHEPPARDMOSCOW LLC,101 NORTH WACKER DRIVE,CHICAGO,IL,60606,Management Analysts,ORGANIZATIONAL MANAGEMENT CONSULTANT,Y,1,CHICAGO,IL,,
"FRONTIER TECHNOLOGIES, LLC",1601 BOND STREET,NAPERVILLE,IL,60563-1291,"Software Developers, Applications",SOFTWARE ENGINEER,Y,1,CHICAGO,IL,,
"ROSENTHAL COLLINS GROUP, LLC",216 W. JACKSON BLVD.,CHICAGO,IL,60606,Computer Programmers,DEVELOPER,Y,1,CHICAGO,IL,,
UNIVERSITY OF ILLINOIS AT CHICAGO,"1200 W. HARRISON ST., 2160 SSB",CHICAGO,IL,60607,Prosthodontists,CLINICAL ASSISTANT PROFESSOR,Y,1,CHICAGO,IL,,
ABBOTT LABORATORIES,100 ABBOTT PARK RD,ABBOTT PARK,IL,60064,"Electronics Engineers, Except Computer",RFID IMPLEMENTATION AND SERVICE ENGINEER,Y,1,ABBOTT PARK,IL,,
UNITED METHODIST HOMES & SERVICES,1415 W. FOSTER AVENUE,CHICAGO,IL,60640-2288,Physical Therapists,PHYSICAL THERAPIST,Y,1,CHICAGO,IL,,
NORTHWESTERN UNIVERSITY,630 DARTMOUTH PLACE,EVANSTON,IL,60208,Biochemists and Biophysicists,POSTDOCTORAL FELLOW,Y,1,EVANSTON,IL,,
NORTHWESTERN UNIVERSITY,630 DARTMOUTH PLACE,EVANSTON,IL,60208,"Chemistry Teachers, Postsecondary",PROFESSOR,Y,1,EVANSTON,IL,,
THE UNIVERSITY OF CHICAGO BOOTH SCHOOL OF BUSINESS,5807 S WOODLAWN AVE.,CHICAGO,IL,60637,"Education Administrators, Postsecondary","ASSISTANT DIRECTOR, EXECUTIVE EDUCATION",Y,1,CHICAGO,IL,,
CAPGEMINI U.S. LLC,"111 N. CANAL STREET, SUITE 1500",CHICAGO,IL,60606,Computer Systems Analysts,MANAGER/FUNCTIONAL SYSTEMS ANALYST,Y,1,CHICAGO,IL,THE WOODLANDS,TX
BOOZ & COMPANY (N.A.) INC.,225 WEST WACKER DRIVE,CHICAGO,IL,60606-1228,Management Analysts,DBT EXPERT ASSOCIATE I,Y,1,CHICAGO,IL,,
"CHRISTIE CLINIC, LLC",101 W. UNIVERSITY AVENUE,CHAMPAIGN,IL,61820,"Internists, General",NEPHROLOGIST/INTERNIST,Y,1,URBANA,IL,URBANA,IL
"OLENICK & ASSOCIATES, INC",205 W. WACKER DRIVE,CHICAGO,IL,60606,"Software Developers, Applications",SOFTWARE TEST LEAD,Y,1,CHICAGO,IL,,
THE UNIVERSITY OF CHICAGO,OFFICE OF INTERNATIONAL AFFAIRS,CHICAGO,IL,60637,"Teachers and Instructors, All Other",LAB SCHOOLS TEACHER - SCIENCE (PHYSICS),Y,1,CHICAGO,IL,,
CITADEL LLC,131 S. DEARBORN STREET,CHICAGO,IL,60603,Financial Analysts,COMMODITIES TRADER,Y,1,CHICAGO,IL,,
KALVEN TECHNOLOGIES INC,1701 E.WOODFIELD RD,SCHAUMBURG,IL,60173,"Software Developers, Applications",SOFTWARE ENGINEER,N,1,SCHAUMBURG,IL,JACKSONVILLE,FL
UNIVERSITY OF CHICAGO MEDICAL CENTER,5841 S. MARYLAND AVE.,CHICAGO,IL,60637,"Internists, General",RESIDENT IN INTERNAL MEDICINE [3RD POST-MD YEAR],Y,1,CHICAGO,IL,,
"LG ASSOCIATES, INC., DBA ASEN COMPUTER ASSOCIATES",900 NORTH NATIONAL PARKWAY,SCHAUMBURG,IL,60173,"Software Developers, Applications",SYSTEMS ANALYST - BUSINESS INTELLIGENCE DEVELOPER,Y,1,BLOOMINGTON,IL,,
CATERPILLAR INC,100 NE ADAMS ST.,PEORIA,IL,61629,Electrical Engineers,SENIOR ENGINEER-DESIGN,Y,1,MOSSVILLE,IL,,
"BIZILAB, INC.",3333 WARRENVILLE ROAD,LISLE,IL,60532,Management Analysts,BUSINESS ANALYST,Y,1,AURORA,IL,,
SEARS HOLDINGS MANAGEMENT CORPORATION,3333 BEVERLY ROAD,HOFFMAN ESTATES,IL,60179,Marketing Managers,"DIRECTOR, STRATEGY & INDUSTRY SOLUTIONS",Y,1,HOFFMAN ESTATES,IL,,
"MARQUETTE PARTNERS, L.P.",801 W. ADAMS ST.,CHICAGO,IL,60607,"Financial Specialists, All Other",QUANTITATIVE DEVELOPER,Y,1,CHICAGO,IL,,
"ENTERPRISE SOLUTIONS, INC.","500 EAST DIEHL ROAD, SUITE # 130",NAPERVILLE,IL,60563,Computer Systems Analysts,PROGRAMMER ANALYST,Y,1,CHICAGO,IL,,
CATERPILLAR INC,100 NE ADAMS ST.,PEORIA,IL,61629,"Electronics Engineers, Except Computer",SENIOR ENGINEER-DESIGN,Y,1,MOSSVILLE,IL,,
OTTAWA PAVILION LTD,800 E. CENTER STREET,OTTAWA,IL,61350,Physical Therapists,PHYSICAL THERAPIST,Y,1,OTTAWA,IL,,
KALVEN TECHNOLOGIES INC,1701 E.WOODFIELD RD,SCHAUMBURG,IL,60173,"Software Developers, Applications",SOFTWARE ENGINEER,N,1,SCHAUMBURG,IL,JACKSONVILLE,FL
"DYNAMIC ENTERPRISE SOLUTIONS, INC.",150 NORTH MARTINGALE ROAD,SCHAUMBURG,IL,60173,"Software Developers, Systems Software",SENIOR SYSTEMS ANALYST,Y,1,SCHAUMBURG,IL,VERNON HILLS,IL
SARAYU CONSULTANTS INC,870 E HIGGINS ROAD,SCHAUMBURG,IL,60173,Computer Programmers,PROGRAMMER ANALYST,Y,1,SCHAUMBURG,IL,,
"HOSPIRA, INC.",275 NORTH FIELD DRIVE,LAKE FOREST,IL,60045,Computer Systems Analysts,TECHNICAL FUNCTIONAL ANALYST,Y,1,LAKE FOREST,IL,,
CATERPILLAR INC,100 NE ADAMS ST.,PEORIA,IL,61629,Electrical Engineers,SENIOR ENGINEER-DESIGN,Y,1,MOSSVILLE,IL,,
CATERPILLAR INC,100 NE ADAMS ST.,PEORIA,IL,61629,Mechanical Engineers,SENIOR ENGINEER-RESEARCH,Y,1,MOSSVILLE,IL,,
UNIVERSITY OF ILLINOIS AT CHICAGO,"1200 W. HARRISON ST., 2160 SSB",CHICAGO,IL,60607,"Medical Scientists, Except Epidemiologists",RESEARCH ASSISTANT PROFESSOR,Y,1,CHICAGO,IL,,
"INSURANCE AUTO AUCTIONS, INC.",TWO WESTBROOK CORPORATE CENTER,WESTCHESTER,IL,60154,Network and Computer Systems Administrators,NETWORK ENGINEER,Y,1,WESTCHESTER,IL,,
"VNC COMMUNICATIONS, INC. D/B/A PERFORMICS",111 EAST WACKER DRIVE,CHICAGO,IL,60601,Marketing Managers,CLIENT SOLUTIONS CONSULTANT,Y,1,CHICAGO,IL,,
"ARCUS TECHNOLOGIES, INC.",855 EAST GOLF RD.,ARLINGTON HEIGHTS,IL,60005,Computer Programmers,PROGRAMMER ANALYST,Y,1,ARLINGTON HEIGHTS,IL,,
ABBVIE INC,1 N WAUKEGAN RD.,NORTH CHICAGO,IL,60064,Marketing Managers,"DIRECTOR, GLOBAL LAUNCH EXCELLENCE",Y,1,NORTH CHICAGO,IL,,
ZEBRA TECHNOLOGIES CORPORATION,"475 HALF DAY ROAD, SUITE #500",LINCOLNSHIRE,IL,60069,"Electronics Engineers, Except Computer",PRODUCT VALIDATION ENGINEER,Y,1,VERNON HILLS,IL,,
"MORNINGSTAR, INC. (A MORNINGSTAR COMPANY)",22 W. WASHINGTON STREET,CHICAGO,IL,60602,Financial Analysts,EQUITY ANALYST,Y,1,CHICAGO,IL,,
IBIS TECH INTERNATIONAL CORP,1503 OGDEN AVE,DOWNERS GROVE,IL,60515,Computer Systems Analysts,SYSTEMS ANALYST,Y,1,LONG GROVE,IL,,
THE UNIVERSITY OF CHICAGO,OFFICE OF INTERNATIONAL AFFAIRS,CHICAGO,IL,60637,Statisticians,BIOSTATISTICIAN,Y,1,CHICAGO,IL,,
JOHN H. STROGER HOSPITAL OF COOK COUNTY/COOK COUNT,1901 W. HARRISON,CHICAGO,IL,60612,"Physicians and Surgeons, All Other",ATTENDING PHYSICIAN SR. 12-RADIOLOGY,Y,1,CHICAGO,IL,,
PROFESSIONAL PHARMACY INC.,30 EAST 15TH STREET,CHICAGO HEIGHTS,IL,60411,Medical and Health Services Managers,PHARMACY SERVICES DIRECTOR,N,1,CHICAGO HEIGHTS,IL,,
"MORNINGSTAR, INC. (A MORNINGSTAR COMPANY)",22 W. WASHINGTON STREET,CHICAGO,IL,60602,,DATABASE DEVELOPER,Y,1,CHICAGO,IL,,
"FRONTIER TECHNOLOGIES, LLC",1601 BOND STREET,NAPERVILLE,IL,60563-1291,"Software Developers, Applications",SOFTWARE ENGINEER,Y,1,NAPERVILLE,IL,,
UNIVERSITY OF ILLINOIS,352 HENRY ADMINISTRATION BUILDING,URBANA,IL,61801,Veterinarians,VETERINARY RESIDENT,Y,1,URBANA,IL,,
PACTIV LLC,1900 W. FIELD COURT,LAKE FOREST,IL,60045,Accountants,COST ACCOUNTANT,Y,1,LAKE FOREST,IL,,
DEPAUL UNIVERSITY,1 E JACKSON BLVD.,CHICAGO,IL,60604,Network and Computer Systems Administrators,SYSTEM ENGINEER,Y,1,CHICAGO,IL,,
SEARS HOLDINGS MANAGEMENT CORPORATION,3333 BEVERLY ROAD,HOFFMAN ESTATES,IL,60179,Operations Research Analysts,"SENIOR ANALYST, BUSINESS ANALYTICS",Y,1,HOFFMAN ESTATES,IL,,
UNIVERSITY OF ILLINOIS AT CHICAGO,"1200 W. HARRISON ST., 2160 SSB",CHICAGO,IL,60607,Biochemists and Biophysicists,RESEARCH SPECIALIST,Y,1,CHICAGO,IL,CHICAGO,IL
OSF SAINT FRANCIS MEDICAL CENTER,530 N E GLEN OAK AVENUE,PEORIA,IL,61637,Physicists,CLINICAL PHYSICISTS,Y,1,PEORIA,IL,,
OPTIVER US LLC,130 EAST RANDOLPH STREET,CHICAGO,IL,60601,"Software Developers, Applications",SR. SOFTWARE DEVELOPER,Y,1,CHICAGO,IL,,
IT RESONANCE INC.,2948 ARTESIAN ROAD,NAPERVILLE,IL,60564,Computer Programmers,PROGRAMMER ANALYST,Y,1,NAPERVILLE,IL,,
"SAVEN TECHNOLOGIES, INC.",1051 PERIMETER DRIVE,SCHAUMBURG,IL,60173,"Software Developers, Applications",COMPUTER SOFTWARE ENGINEER - APPLICATIONS,Y,1,CHICAGO,IL,,
INDUSA TECHNICAL CORP,1 TRANSAM PLAZA DRIVE,OAKBROOK TERRACE,IL,60181,Computer Programmers,COMPUTER PROGRAMMER,Y,1,DOWNERS GROVE,IL,,
SEARS HOLDINGS MANAGEMENT CORPORATION,3333 BEVERLY ROAD,HOFFMAN ESTATES,IL,60179,"Software Developers, Applications",SOFTWARE DEVELOPMENT ENGINEER III,Y,1,HOFFMAN ESTATES,IL,,
"FRONTIER TECHNOLOGIES, LLC",1601 BOND STREET,NAPERVILLE,IL,60563-1291,Computer Systems Analysts,PROGRAMMER ANALYST,Y,1,ELMHURST,IL,,
VIDEOJET TECHNOLOGIES INC.,1500 N MITTEL BLVD,WOOD DALE,IL,60191,Accountants and Auditors,COST ACCOUNTANT,Y,1,WOOD DALE,IL,,
"IVY TECH SOLUTIONS, INC",3403 N. KENNICOTT AVE.,ARLINGTON HEIGHTS,IL,60004,"Software Developers, Applications",SQL AND BI DEVELOPER,Y,1,ARLINGTON HEIGHTS,IL,LOUISVILLE,KY
KALVEN TECHNOLOGIES INC,1701 E.WOODFIELD RD,SCHAUMBURG,IL,60173,"Software Developers, Applications",PROGRAMMER ANALYST,Y,1,SCHAUMBURG,IL,MORTAN,IL
ACCENTURE LLP,161 N. CLARK ST.,CHICAGO,IL,60601,Computer Programmers,COMPUTER PROGRAMMER/CONFIGURER 2,Y,1,HOFFMAN ESTATES,IL,,
ACCENTURE LLP,161 N. CLARK ST.,CHICAGO,IL,60601,Computer Programmers,COMPUTER PROGRAMMER / CONFIGURER 2,Y,10,HOFFMAN ESTATES,IL,,
SEARS HOLDINGS MANAGEMENT CORPORATION,3333 BEVERLY ROAD,HOFFMAN ESTATES,IL,60179,Market Research Analysts and Marketing Specialists,TARGETED INTERACTIONS SENIOR CAMPAIGN ANALYST,Y,1,HOFFMAN ESTATES,IL,,
ACCENTURE LLP,161 N. CLARK ST.,CHICAGO,IL,60601,Computer Programmers,COMPUTER PROGRAMMER / CONFIGURER 2,Y,12,NORTHBROOK,IL,,
"FRONTIER TECHNOLOGIES, LLC",1601 BOND STREET,NAPERVILLE,IL,60563-1291,"Software Developers, Applications",SOFTWARE ENGINEER,Y,1,CHICAGO,IL,,
ACCENTURE LLP,161 N. CLARK ST.,CHICAGO,IL,60601,Computer Systems Analysts,COMPUTER SYSTEMS ANALYST 2,Y,3,PEORIA,IL,,
ACCENTURE LLP,161 N. CLARK ST.,CHICAGO,IL,60601,Database Administrators,COMPUTER SPECIALIST /SYSTEM SUPPORT AND DEVELOPMEN,Y,2,LISLE,IL,,
"JAHN, LLC",35 EAST WACKER DRIVE,CHICAGO,IL,60601,"Architects, Except Landscape and Naval",INTERN ARCHITECT,Y,1,CHICAGO,IL,,
SEARS HOLDINGS MANAGEMENT CORPORATION,3333 BEVERLY ROAD,HOFFMAN ESTATES,IL,60179,Market Research Analysts and Marketing Specialists,MARKETING PLANNING MANAGER,Y,1,HOFFMAN ESTATES,IL,,
ACCENTURE LLP,161 N. CLARK ST.,CHICAGO,IL,60601,"Computer Occupations, All Other",COMPUTER SPECIALIST / TESTING AND QUALITY ANALYST,Y,15,CHICAGO,IL,,
ACCENTURE LLP,161 N. CLARK ST.,CHICAGO,IL,60601,Computer Programmers,COMPUTER PROGRAMMER / CONFIGURER 2,Y,20,CHICAGO,IL,,
ACCENTURE LLP,161 N. CLARK ST.,CHICAGO,IL,60601,Computer Programmers,COMPUTER PROGRAMMER / CONFIGURER 2,Y,4,CHICAGO,IL,,
NORTHWESTERN UNIVERSITY,630 DARTMOUTH PLACE,EVANSTON,IL,60208,Chemical Engineers,RESEARCH ASSOCIATE,Y,1,EVANSTON,IL,,
THE MOUNT SINAI COMMUNITY FOUNDATION,CALIFORNIA AVE. AT 15TH STREET,CHICAGO,IL,60608,"Physicians and Surgeons, All Other","PHYSICIAN, PEDIATRIC ENDOCRINOLOGIST",Y,1,CHICAGO,IL,,
"SPRI PARTNERS, LLC",233 S. WACKER DRIVE,CHICAGO,IL,60606,"Software Developers, Applications",SENIOR .NET CONSULTANT,Y,1,SCHAUMBURG,IL,,
ACCENTURE LLP,161 N. CLARK ST.,CHICAGO,IL,60601,Computer Systems Analysts,COMPUTER SYSTEMS ANALYST 3,Y,10,CHICAGO,IL,,
KAT TECH SYSTEMS,855 EAST GOLF RD.,ARLINGTON HEIGHTS,IL,60005,Computer Programmers,PROGRAMMER ANALYST,Y,1,ARLINGTON HEIGHTS,IL,,
ACCENTURE LLP,161 N. CLARK ST.,CHICAGO,IL,60601,Computer Systems Analysts,COMPUTER SYSTEMS ANALYST 2,Y,3,CHICAGO,IL,,
"INTEGRATED THERAPY SPECIALISTS, LLC",5946 N. MILWAUKEE AVENUE,CHICAGO,IL,60646,Physical Therapists,PHYSICAL THERAPIST,Y,1,LA GRANGE,IL,,
ACCENTURE LLP,161 N. CLARK ST.,CHICAGO,IL,60601,"Computer Occupations, All Other",COMPUTER SPECIALIST / TESTING AND QUALITY ANALYST,Y,2,CHICAGO,IL,,
ACCENTURE LLP,161 N. CLARK ST.,CHICAGO,IL,60601,Computer Programmers,COMPUTER PROGRAMMER / CONFIGURER 2,Y,5,LISLE,IL,,
"INPRENTUS, INC.",60 HAZELWOOD DRIVE,CHAMPAIGN,IL,61820,Mechanical Engineers,RESEARCH ENGINEER,Y,1,CHAMPAIGN,IL,,
ACCENTURE LLP,161 N. CLARK ST.,CHICAGO,IL,60601,Computer Systems Analysts,COMPUTER SYSTEMS ANALYST 2,Y,3,NORTHBROOK,IL,,
"CHICAGO MERCANTILE EXCHANGE, INC.",20 SOUTH WACKER DRIVE,CHICAGO,IL,60606,Computer Systems Analysts,SENIOR QUALITY ASSURANCE ANALYST,Y,1,CHICAGO,IL,,
ACCENTURE LLP,161 N. CLARK ST.,CHICAGO,IL,60601,Computer Systems Analysts,COMPUTER SYSTEMS ANALYST 2,Y,15,CHICAGO,IL,,
ACCENTURE LLP,161 N. CLARK ST.,CHICAGO,IL,60601,Computer Systems Analysts,COMPUTER SYSTEMS ANALYST 2,Y,5,NORTHBROOK,IL,,
ACCENTURE LLP,161 N. CLARK ST.,CHICAGO,IL,60601,Computer Programmers,COMPUTER PROGRAMMER / CONFIGURER 2,Y,2,CHICAGO,IL,,
"FERMI RESEARCH ALLIANCE, LLC","FERMILAB, PINE STREET AND KIRK ROAD",BATAVIA,IL,60510,Mechanical Engineers,ENGINEER II,Y,1,BATAVIA,IL,BATAVIA,IL
THE MOUNT SINAI COMMUNITY FOUNDATION,CALIFORNIA AVE. AT 15TH STREET,CHICAGO,IL,60608,"Physicians and Surgeons, All Other","PHYSICIAN, NEUROLOGIST",Y,1,CHICAGO,IL,,
"GROUPON, INC.",600 W. CHICAGO AVE.,CHICAGO,IL,60654,Market Research Analysts and Marketing Specialists,SENIOR DATA SCIENTIST,Y,1,CHICAGO,IL,,
"THE MARTIN-BROWER COMPANY, LLC",6250 NORTH RIVER ROAD,ROSEMONT,IL,60018,"Software Developers, Applications","SENIOR SOFTWARE ENGINEER, INTEGRATION-MIDDLEWARE",Y,1,ROSEMONT,IL,,
ACCENTURE LLP,161 N. CLARK ST.,CHICAGO,IL,60601,Computer Systems Analysts,COMPUTER SYSTEMS ANALYST 2,Y,2,NORTHBROOK,IL,,
DB SERVICING CORPORATION,2500 LAKE COOK ROAD,RIVERWOODS,IL,60015,Statisticians,PROJECT MANAGER,Y,1,RIVERWOODS,IL,,
ACCENTURE LLP,161 N. CLARK ST.,CHICAGO,IL,60601,Computer Systems Analysts,COMPUTER SYSTEMS ANALYST 2,Y,2,CHICAGO,IL,,
ACCENTURE LLP,161 N. CLARK ST.,CHICAGO,IL,60601,Computer Programmers,COMPUTER PROGRAMMER / CONFIGURER 2,Y,2,CHICAGO,IL,,
ACCENTURE LLP,161 N. CLARK ST.,CHICAGO,IL,60601,"Computer Occupations, All Other",COMPUTER SPECIALIST / TESTING AND QUALITY ANALYST,Y,5,NORTHBROOK,IL,,
"INNOVATIVE SYSTEMS GROUP, INC.",799 ROOSEVELT ROAD,GLEN ELLYN,IL,60137,"Software Developers, Systems Software",LEAD DATASTAGE DEVELOPER,Y,1,CHICAGO,IL,,
UNITED METHODIST HOMES & SERVICES,1415 W. FOSTER AVENUE,CHICAGO,IL,60640-2288,Physical Therapists,PHYSICAL THERAPIST,Y,1,CHICAGO,IL,,
ACCENTURE LLP,161 N. CLARK ST.,CHICAGO,IL,60601,Computer Systems Analysts,COMPUTER SYSTEMS ANALYST 2,Y,5,CHICAGO,IL,,
"A.T. KEARNEY, INC.",222 W ADAMS STREET,CHICAGO,IL,60606,Statisticians,SENIOR ANALYTICS ANALYST,Y,1,CHICAGO,IL,NEW YORK,NY
ACCENTURE LLP,161 N. CLARK ST.,CHICAGO,IL,60601,Computer Programmers,COMPUTER PROGRAMMER / CONFIGURER 2,Y,5,CHICAGO,IL,,
ACCENTURE LLP,161 N. CLARK ST.,CHICAGO,IL,60601,Computer Programmers,COMPUTER PROGRAMMER / CONFIGURER 3,Y,3,CHICAGO,IL,,
"UCHICAGO ARGONNE, LLC",9700 SOUTH CASS AVENUE,LEMONT,IL,60439,Chemical Engineers,PRINCIPAL PROCESS DEVELOPMENT ENGINEER,Y,5,LEMONT,IL,,
THE MOUNT SINAI COMMUNITY FOUNDATION,CALIFORNIA AVE. AT 15TH STREET,CHICAGO,IL,60608,Obstetricians and Gynecologists,"PHYSICIAN, OB/GYN",Y,1,CHICAGO,IL,,
"CGN & ASSOCIATES, INC.",415 SW WASHINGTON STREET,PEORIA,IL,61602,"Managers, All Other","MANAGER, SUPPLY CHAIN",Y,1,OAKBROOK TERRACE,IL,CHICAGO,IL
FREEPORT SCHOOL DISTRICT #145,501 E. SOUTH STREET,FREEPORT,IL,61032,"Special Education Teachers, Secondary School",SPECIAL EDUCATION TEACHER,Y,1,FREEPORT,IL,,
ACCENTURE LLP,161 N. CLARK ST.,CHICAGO,IL,60601,Computer Programmers,COMPUTER PROGRAMMER / CONFIGURER 2,Y,6,CHICAGO,IL,,
WINSBY INC.,343 W. ERIE ST. SUITE 320,CHICAGO,IL,60654,Market Research Analysts and Marketing Specialists,MARKET RESEARCH ANALYST,Y,1,CHICAGO,IL,,
"FRONTIER TECHNOLOGIES, LLC",1601 BOND STREET,NAPERVILLE,IL,60563-1291,"Software Developers, Applications",SOFTWARE ENGINEER,Y,1,CHICAGO,IL,,
ACCENTURE LLP,161 N. CLARK ST.,CHICAGO,IL,60601,Database Administrators,COMPUTER SPECIALIST / SYSTEM SUPPORT AND DEVELOPME,Y,3,CHICAGO,IL,,
ACCENTURE LLP,161 N. CLARK ST.,CHICAGO,IL,60601,Computer Programmers,COMPUTER PROGRAMMER / CONFIGURER 2,Y,2,NORTHBROOK,IL,,
"FERMI RESEARCH ALLIANCE, LLC","FERMILAB, PINE STREET AND KIRK ROAD",BATAVIA,IL,60510,Mechanical Engineers,ENGINEER II,N,1,BATAVIA,IL,BATAVIA,IL
"THOUGHTWORKS, INC.",200 E. RANDOLPH ST.,CHICAGO,IL,60601,Accountants and Auditors,ACCOUNTANT,Y,1,CHICAGO,IL,ATLANTA,GA
"ZS ASSOCIATES, INC.",1800 SHERMAN AVENUE,EVANSTON,IL,60201,Operations Research Analysts,ASSOCIATE CONSULTANT,Y,1,EVANSTON,IL,CHICAGO,IL
ACCENTURE LLP,161 N. CLARK ST.,CHICAGO,IL,60601,Database Administrators,COMPUTER SPECIALIST/SYSTEM SUPPORT AND DEVELOPMENT,Y,3,DEERFIELD,IL,,
MOTOROLA MOBILITY LLC,222 W. MERCHANDISE MART PLAZA,CHICAGO,IL,60654,"Software Developers, Systems Software",SOFTWARE ENGINEER,Y,1,CHICAGO,IL,,
NORTHWESTERN UNIVERSITY,630 DARTMOUTH PLACE,EVANSTON,IL,60208,Physicists,RESEARCH ASSOCIATE,N,1,EVANSTON,IL,,
ACCENTURE LLP,161 N. CLARK ST.,CHICAGO,IL,60601,"Computer Occupations, All Other",COMPUTER SPECIALIST / TESTING AND QUALITY ANALYST,Y,2,ROSEMONT,IL,,
NORTHEASTERN ILLINOIS UNIVERSITY,5500 N. ST. LOUIS AVENUE,CHICAGO,IL,60625,"Economics Teachers, Postsecondary",ASSISTANT PROFESSOR OF ECONOMICS,Y,1,CHICAGO,IL,,
HURON CONSULTING SERVICES LLC,"550 W. VAN BUREN STREET, 17TH FLOOR",CHICAGO,IL,60607,Management Analysts,RESEARCH SERVICES CTMS EXPERIENCED ANALYST,Y,1,CHICAGO,IL,,
CABOT MICROELECTRONICS CORPORATION,870 N. COMMONS DRIVE,AURORA,IL,60504,Market Research Analysts and Marketing Specialists,TECHNICAL MARKETING SPECIALIST,Y,1,AURORA,IL,,
"SPRI PARTNERS, LLC",233 S. WACKER DRIVE,CHICAGO,IL,60606,"Software Developers, Applications",SOFTWARE ENGINEER,Y,1,CHICAGO,IL,,
ACCENTURE LLP,161 N. CLARK ST.,CHICAGO,IL,60601,"Computer Occupations, All Other",COMPUTER SPECIALIST/TESTING AND QUALITY ANALYST 2,Y,10,WARRENVILLE,IL,,
ACCENTURE LLP,161 N. CLARK ST.,CHICAGO,IL,60601,Computer Systems Analysts,COMPUTER SYSTEMS ANALYST 3,Y,1,NORTHBROOK,IL,,
UNIVERSITY OF ILLINOIS,352 HENRY ADMINISTRATION BUILDING,URBANA,IL,61801,Biomedical Engineers,POSTDOCTORAL RESEARCH ASSOCIATE,Y,1,URBANA,IL,,
NORTHEASTERN ILLINOIS UNIVERSITY,5500 N. ST. LOUIS AVENUE,CHICAGO,IL,60625,Instructional Coordinators,INSTRUCTIONAL DESIGN SPECIALIST,Y,1,CHICAGO,IL,,
ACCENTURE LLP,161 N. CLARK ST.,CHICAGO,IL,60601,Computer Programmers,COMPUTER PROGRAMMER / CONFIGURER 3,Y,1,NORTHBROOK,IL,,
ACCENTURE LLP,161 N. CLARK ST.,CHICAGO,IL,60601,Computer Programmers,COMPUTER PROGRAMMER / CONFIGURER 1,Y,1,CHICAGO,IL,,
SEARS HOLDINGS MANAGEMENT CORPORATION,3333 BEVERLY ROAD,HOFFMAN ESTATES,IL,60179,Operations Research Analysts,"MANAGER, MARKETING ANALYTICS",Y,1,HOFFMAN ESTATES,IL,,
